#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_BADM01000341.1    -         Sodium               RF03071    cm       36       55    15629    15610      -    no    1 0.70   0.0    7.4   3.4e+04 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  4514845  4514907      +    no    1 0.37   0.0    7.4   3.4e+04 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_CDRS01000001.1    -         Sodium               RF03071    cm        1       55    18747    18713      -    no    1 0.29   0.0    7.4   3.4e+04 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_QROA01000012.1    -         Sodium               RF03071    cm       39       52     1975     1961      -    no    1 0.40   0.0    7.4   3.4e+04 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf12, whole genome shotgun sequence
NZ_JADDXJ010000456.1 -         Sodium               RF03071    cm       35       55      409      389      -    no    2 0.48   0.0    7.4   3.4e+04 ?   Leptospira borgpetersenii serovar Balcanica strain Bal_possum NODE_459_length_415_cov_0.854167, whole genome shotgun sequence
NZ_VADS01000213.1    -         Sodium               RF03071    cm        1       38       39        1      -    3'    3 0.18   0.6    7.4   3.4e+04 ?   Campylobacter coli strain MON357 NODE_213_length_400_cov_3.597101, whole genome shotgun sequence
NZ_JAHFWS010000189.1 -         Sodium               RF03071    cm        1       55      124      154      +    no    1 0.23   0.0    7.4   3.4e+04 ?   Klebsiella pneumoniae strain WH3 NODE_192_length_260_cov_0.759563, whole genome shotgun sequence
NZ_AAKL01000326.1    -         Sodium               RF03071    cm       39       52     1043     1056      +    no    1 0.43   0.0    7.4   3.4e+04 ?   Ralstonia solanacearum UW551 Cont0300, whole genome shotgun sequence
NZ_JACFAY010000001.1 -         Sodium               RF03071    cm        3       55   145670   145631      -    no    1 0.28   0.0    7.4   3.4e+04 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_chr_to_PBi_insert, whole genome shotgun sequence
NZ_JACFAX010000001.1 -         Sodium               RF03071    cm        3       55   145789   145750      -    no    1 0.28   0.0    7.4   3.4e+04 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_chr_to_PBi_insert, whole genome shotgun sequence
NZ_RAYJ01000075.1    -         Sodium               RF03071    cm        1       55      100       63      -    no    1 0.47   0.0    7.4   3.4e+04 ?   Clostridium paraputrificum strain 28-X28 Scaffold71_1, whole genome shotgun sequence
NZ_SEIL01000025.1    -         Sodium               RF03071    cm        1       55    37870    37815      -    no    1 0.41   0.0    7.4   3.4e+04 ?   Acinetobacter lwoffii strain AL_065 NODE_25_length_41621_cov_32.2733, whole genome shotgun sequence
NZ_JAEIRD010000121.1 -         Sodium               RF03071    cm        3       28      487      466      -    no    1 0.23   0.0    7.4   3.4e+04 ?   Borreliella garinii strain IPT182 NODE_121_length_2348_cov_1821.57, whole genome shotgun sequence
NZ_JAEIQN010000067.1 -         Sodium               RF03071    cm        3       28      193      172      -    no    1 0.23   0.0    7.4   3.4e+04 ?   Borreliella valaisiana strain IPT111 NODE_67_length_430_cov_1.04, whole genome shotgun sequence
NZ_JACFAY010000001.1 -         Sodium               RF03071    cm        3       28   735689   735708      +    no    1 0.20   0.0    7.4   3.4e+04 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_chr_to_PBi_insert, whole genome shotgun sequence
NZ_JACFAX010000001.1 -         Sodium               RF03071    cm        3       28   733388   733407      +    no    1 0.20   0.0    7.4   3.4e+04 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_chr_to_PBi_insert, whole genome shotgun sequence
NZ_BAKK01000007.1    -         Sodium               RF03071    cm        3       55     9237     9283      +    no    1 0.34   0.0    7.4   3.4e+04 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_VMIH01000287.1    -         Sodium               RF03071    cm       38       53      194      179      -    no    1 0.31   0.0    7.4   3.4e+04 ?   Acinetobacter baumannii strain 20822 NODE_336_length_331_cov_0.186275, whole genome shotgun sequence
NZ_QFLX01000745.1    -         Sodium               RF03071    cm        9       55        1       45      +    5'    2 0.20   0.2    7.4   3.5e+04 ?   Enterobacter cloacae complex sp. 2DZ2F20B scaffold_785, whole genome shotgun sequence
NZ_NUVC01000222.1    -         Sodium               RF03071    cm        1       55      259      293      +    no    1 0.20   0.0    7.4   3.5e+04 ?   Bacillus cereus strain AFS087654 AFS087654_105_E9_Contig222_140523, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        3       28   911002   911029      +    no    1 0.50   0.0    7.4   3.5e+04 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_CODC02000024.1    -         Sodium               RF03071    cm        1       31      130      173      +    3'    3 0.39   0.0    7.4   3.5e+04 ?   Streptococcus pneumoniae strain LE4012 isolate 68G2D, whole genome shotgun sequence
NZ_CFQQ02000112.1    -         Sodium               RF03071    cm        1       31      130      173      +    3'    3 0.39   0.0    7.4   3.5e+04 ?   Streptococcus pneumoniae strain PT8000 isolate WVCE6, whole genome shotgun sequence
NZ_CABHIH010000045.1 -         Sodium               RF03071    cm        1       55      221      294      +    no    1 0.32   0.0    7.4   3.5e+04 ?   Clostridium paraputrificum strain 4928STDY7387862, whole genome shotgun sequence
NZ_CDEL01000223.1    -         Sodium               RF03071    cm        1       55       59       37      -    no    1 0.30   0.0    7.4   3.5e+04 ?   Acinetobacter bereziniae strain CHI-40-1, whole genome shotgun sequence
NZ_QYUU01000006.1    -         Sodium               RF03071    cm        1       55    88439    88394      -    no    1 0.33   0.0    7.4   3.5e+04 ?   Campylobacter coli strain F8 Contig_6, whole genome shotgun sequence
NZ_MNPM02000034.1    -         Sodium               RF03071    cm       29       55    31431    31409      -    no    1 0.52   0.0    7.4   3.5e+04 ?   Mastigocladus laminosus UU774 scaffold_33, whole genome shotgun sequence
NZ_BDGQ01000189.1    -         Sodium               RF03071    cm        1       55    25585    25615      +    no    1 0.29   0.0    7.4   3.5e+04 ?   Thaumasiovibrio subtropicus strain C4V358, whole genome shotgun sequence
NZ_QYUU01000007.1    -         Sodium               RF03071    cm        1       55   220129   220085      -    no    1 0.36   0.0    7.3   3.5e+04 ?   Campylobacter coli strain F8 Contig_7, whole genome shotgun sequence
NZ_JAAKAK010000001.1 -         Sodium               RF03071    cm        1       55   221515   221471      -    no    1 0.36   0.0    7.3   3.5e+04 ?   Campylobacter coli strain 600001 600001_1, whole genome shotgun sequence
NZ_BIMO01000001.1    -         Sodium               RF03071    cm       39       52  1047959  1047972      +    no    1 0.50   0.0    7.3   3.6e+04 ?   Stenotrophomonas pavanii strain Y contig1, whole genome shotgun sequence
NZ_PDXT01000465.1    -         Sodium               RF03071    cm        1       55       63      103      +    no    1 0.39   0.0    7.3   3.6e+04 ?   Shigella flexneri strain FC2414 NODE_465_length_296_cov_1.54822_ID_929, whole genome shotgun sequence
NZ_CHIR02000010.1    -         Sodium               RF03071    cm        1       33       46        1      -    3'    3 0.37   0.0    7.3   3.6e+04 ?   Streptococcus pneumoniae strain ND6115 isolate T7IZ1, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        4       27  1875348  1875370      +    no    1 0.35   0.0    7.3   3.6e+04 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_JPGN01000012.1    -         Sodium               RF03071    cm        1       55     7222     7259      +    no    1 0.42   0.0    7.3   3.6e+04 ?   Nitrosococcus oceani C-27 contig_24, whole genome shotgun sequence
NZ_JAHEAH010000002.1 -         Sodium               RF03071    cm       40       51    25913    25924      +    no    1 0.67   0.0    7.3   3.6e+04 ?   Flavihumibacter rivuli strain IMCC34838 NODE_2_length_739692_cov_30.023818, whole genome shotgun sequence
NZ_CABEFZ010000002.1 -         Sodium               RF03071    cm       40       51    26905    26916      +    no    1 0.67   0.0    7.3   3.6e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JPGN01000036.1    -         Sodium               RF03071    cm        1       55    38969    39010      +    no    1 0.48   0.0    7.3   3.6e+04 ?   Nitrosococcus oceani C-27 contig_48, whole genome shotgun sequence
NZ_ACEQ02000028.1    -         Sodium               RF03071    cm       39       52    21285    21272      -    no    1 0.50   0.0    7.3   3.6e+04 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont27.1, whole genome shotgun sequence
NZ_AWWY01000088.1    -         Sodium               RF03071    cm        1       55     7130     7084      -    no    1 0.34   0.0    7.3   3.6e+04 ?   Vibrio mimicus CAIM 1882 contig00104, whole genome shotgun sequence
NZ_AWWL01000094.1    -         Sodium               RF03071    cm        1       55     7128     7082      -    no    1 0.34   0.0    7.3   3.6e+04 ?   Vibrio mimicus CAIM 1883 contig00108, whole genome shotgun sequence
NZ_FYTN01000007.1    -         Sodium               RF03071    cm        3       28    65342    65365      +    no    1 0.21   0.0    7.3   3.6e+04 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_AKBW01000001.1    -         Sodium               RF03071    cm        3       28   582279   582302      +    no    1 0.21   0.0    7.3   3.6e+04 ?   Streptococcus pneumoniae TIGR4 chromosome, whole genome shotgun sequence
NZ_MNPM02000005.1    -         Sodium               RF03071    cm        3       28   186232   186207      -    no    1 0.23   0.0    7.3   3.6e+04 ?   Mastigocladus laminosus UU774 scaffold_4, whole genome shotgun sequence
NZ_WJWO01000009.1    -         Sodium               RF03071    cm        4       27   113831   113811      -    no    1 0.43   0.0    7.3   3.6e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_9_length_249107_cov_58.8093, whole genome shotgun sequence
NZ_ULAH01000269.1    -         Sodium               RF03071    cm        4       27      112      132      +    no    1 0.43   0.0    7.3   3.6e+04 ?   Klebsiella pneumoniae strain EuSCAPE_ES068, whole genome shotgun sequence
NZ_UJAK01000339.1    -         Sodium               RF03071    cm        4       27      201      181      -    no    1 0.43   0.0    7.3   3.6e+04 ?   Klebsiella pneumoniae strain EuSCAPE_SC033, whole genome shotgun sequence
NZ_JAKGFX010000161.1 -         Sodium               RF03071    cm       36       55       20        1      -    no    1 0.20   0.0    7.3   3.7e+04 ?   Salmonella enterica subsp. enterica serovar Weltevreden strain SH13SF0841 NODE_161_length_240_cov_0.662577, whole genome shotgun sequence
NZ_JAJCIY010000066.1 -         Sodium               RF03071    cm       37       54      464      481      +    no    1 0.44   0.0    7.3   3.7e+04 ?   Mediterraneibacter faecis strain DFI.4.12 DEHBJGGF_66, whole genome shotgun sequence
NZ_WJDH01000300.1    -         Sodium               RF03071    cm       38       53       94       78      -    no    1 0.76   0.0    7.3   3.7e+04 ?   Bacillus thuringiensis strain 4F1 NODE_472_length_273_cov_0.739796, whole genome shotgun sequence
NZ_JAHHUW010000106.1 -         Sodium               RF03071    cm        6       25       11       29      +    no    1 0.16   0.0    7.3   3.7e+04 ?   Clostridium tyrobutyricum strain Cl_80 NODE_106_length_249_cov_1857.938053, whole genome shotgun sequence
NZ_NXGO01000042.1    -         Sodium               RF03071    cm        1       55     3965     3990      +    no    1 0.31   0.0    7.3   3.7e+04 ?   Candidatus Hodgkinia cicadicola strain MAGTDC contig_16, whole genome shotgun sequence
NZ_NQWU01000056.1    -         Sodium               RF03071    cm       39       52      153      166      +    no    1 0.43   0.0    7.3   3.7e+04 ?   Salmonella enterica subsp. enterica serovar Blockley strain NCTR341 NCTR_341_contig_62, whole genome shotgun sequence
NZ_NQWU01000117.1    -         Sodium               RF03071    cm       39       52      144      157      +    no    1 0.43   0.0    7.3   3.7e+04 ?   Salmonella enterica subsp. enterica serovar Blockley strain NCTR341 NCTR_341_contig_200, whole genome shotgun sequence
NZ_NQWU01000118.1    -         Sodium               RF03071    cm       39       52      198      185      -    no    1 0.43   0.0    7.3   3.7e+04 ?   Salmonella enterica subsp. enterica serovar Blockley strain NCTR341 NCTR_341_contig_201, whole genome shotgun sequence
NZ_NQWU01000119.1    -         Sodium               RF03071    cm       39       52      327      340      +    no    1 0.43   0.0    7.3   3.7e+04 ?   Salmonella enterica subsp. enterica serovar Blockley strain NCTR341 NCTR_341_contig_204, whole genome shotgun sequence
NZ_NQWU01000158.1    -         Sodium               RF03071    cm       39       52       66       79      +    no    1 0.43   0.0    7.3   3.7e+04 ?   Salmonella enterica subsp. enterica serovar Blockley strain NCTR341 NCTR_341_contig_504, whole genome shotgun sequence
NZ_UITS01000096.1    -         Sodium               RF03071    cm       39       52       67       80      +    no    1 0.43   0.0    7.3   3.7e+04 ?   Klebsiella pneumoniae strain EuSCAPE_GR047, whole genome shotgun sequence
NZ_JAGTPX010000012.1 -         Sodium               RF03071    cm        1       55    43935    43976      +    no    1 0.29   0.0    7.2   3.7e+04 ?   Niallia circulans strain DC10 Contig_12_Bacillus, whole genome shotgun sequence
NZ_VELQ01000461.1    -         Sodium               RF03071    cm        1       55      192      244      +    no    1 0.32   4.6    7.2   3.7e+04 ?   Bacillus velezensis strain DE0173 NODE_461_length_249_cov_0.337209, whole genome shotgun sequence
NZ_VEMB01000765.1    -         Sodium               RF03071    cm       37       54      225      245      +    no    1 0.43   0.0    7.2   3.8e+04 ?   Bacillus tropicus strain DE0099 NODE_765_length_274_cov_0.928934, whole genome shotgun sequence
NZ_CABJMX010000069.1 -         Sodium               RF03071    cm        1       55     5891     5836      -    no    1 0.32   0.0    7.2   3.8e+04 ?   Lachnospira eligens isolate MGYG-HGUT-00187, whole genome shotgun sequence
