#target name         accession query name                    accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- ----------------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     2828     2780      -    no    1 0.73   0.0   56.2     3e-07 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
JAEUJP010000514.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     8109     8158      +    no    1 0.64   0.0   22.3   9.2e+02 !   Myxococcaceae bacterium isolate new MAG-72 k141_87358, whole genome shotgun sequence
NZ_PXYI01000016.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    15075    15118      +    no    1 0.80   0.1   22.3   9.2e+02 !   Sphingosinicella sp. GL-C-18 ZB100015, whole genome shotgun sequence
VBFZ01000050.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     1099     1149      +    no    1 0.80   0.6   22.3   9.2e+02 !   Chloroflexi bacterium isolate CF_65 14_0903_02_30cm_scaffold_6006, whole genome shotgun sequence
NZ_PNFP01000002.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   147479   147520      +    no    1 0.79   0.0   22.3   9.2e+02 !   Ensifer adhaerens strain ST2 ST2_scaffold2, whole genome shotgun sequence
NZ_FQZF01000049.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     2380     2429      +    no    1 0.78   0.1   22.3   9.2e+02 !   Roseomonas rosea strain DSM 14916, whole genome shotgun sequence
JAEMSS010000089.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     2386     2442      +    no    1 0.75   0.1   22.3   9.2e+02 !   Nocardioides sp. isolate SupBloom_Metag_033 NODE_1485_length_16757_cov_12.504371, whole genome shotgun sequence
NZ_RDBK01000004.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     6421     6370      -    no    1 0.73   0.1   22.3   9.2e+02 !   Streptomyces sp. or43 Scaffold_4, whole genome shotgun sequence
NZ_VFYR01000001.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   644136   644187      +    no    1 0.67   0.0   22.3   9.2e+02 !   Brevibacterium sp. XM4083 NODE_1_length_1292640_cov_155.952269, whole genome shotgun sequence
PHBI01000269.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     5783     5744      -    no    1 0.75   0.0   22.3   9.2e+02 !   Deltaproteobacteria bacterium HGW-Deltaproteobacteria-14 08E140C01_z5_2013_Ig3399_v2_scaffold_10511, whole genome shotgun sequence
NZ_JAENZZ010000001.1 -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  1446205  1446257      +    no    1 0.83   3.0   22.3   9.2e+02 !   Blastococcus sp. TML/M2B tmlm2b000001, whole genome shotgun sequence
NZ_NXEJ01000012.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   291006   290945      -    no    1 0.68   0.0   22.3   9.2e+02 !   Agrobacterium rosae strain NCPPB 1650 Contig_12, whole genome shotgun sequence
JACPOB010000197.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    26040    25976      -    no    1 0.77   0.4   22.3   9.2e+02 !   Rhodospirillales bacterium isolate NC_groundwater_590_Pr5_B-0.1um_66_106 alan_book_18_scaffold_453477, whole genome shotgun sequence
JACQDG010000286.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49      378      331      -    no    1 0.56   0.0   22.3   9.2e+02 !   Acidobacteria bacterium isolate NC_groundwater_988_Pr1_S-0.65um_63_8 Montesol18_Sp65_coassembly_scaffold_914244, whole genome shotgun sequence
JAEUOX010000310.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    10073    10042      -    no    1 0.81   0.1   22.3   9.2e+02 !   Rhodoferax sp. isolate new MAG-210 k141_356907, whole genome shotgun sequence
NZ_BDGJ01000125.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    59500    59558      +    no    1 0.61   0.0   22.3   9.2e+02 !   Calderihabitans maritimus strain KKC1, whole genome shotgun sequence
NZ_KZ794591.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    11556    11607      +    no    1 0.75   0.0   22.3   9.2e+02 !   Xanthomonas hortorum pv. hederae strain WHRI 7744 scf_26617_24, whole genome shotgun sequence
NZ_LMOP01000011.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   160791   160842      +    no    1 0.75   0.0   22.3   9.2e+02 !   Xanthomonas sp. Leaf148 contig_5, whole genome shotgun sequence
NZ_FLTX01000023.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   107980   108031      +    no    1 0.75   0.0   22.3   9.2e+02 !   Xanthomonas bromi isolate LMG947, whole genome shotgun sequence
CAIOLW010000264.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    19367    19424      +    no    1 0.78   0.3   22.3   9.2e+02 !   uncultured bacterium isolate LJ_bin-5039 genome assembly, contig: bin-5039:264/391, whole genome shotgun sequence
NZ_BMTS01000010.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    29345    29290      -    no    1 0.77   0.1   22.3   9.2e+02 !   Streptomyces melanogenes strain JCM 4398 sequence010, whole genome shotgun sequence
SKTG01000032.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    17981    18030      +    no    1 0.76   0.0   22.3   9.2e+02 !   Nitriliruptoraceae bacterium isolate CSSed162cmA_554 CSSed16-2cmA-3408, whole genome shotgun sequence
NC_019973.1          -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  6058805  6058745      -    no    1 0.69   0.0   22.3   9.2e+02 !   Mesorhizobium australicum WSM2073, complete sequence
NZ_JAGPXY010000155.1 -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     3458     3394      -    no    1 0.66   0.0   22.3   9.2e+02 !   Micromonospora sp. H61 H61_contig_156, whole genome shotgun sequence
NZ_CP031264.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  4081332  4081280      -    no    1 0.74   0.0   22.3   9.2e+02 !   Streptacidiphilus bronchialis strain DSM 106435 chromosome, complete genome
NZ_WTVG01000012.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     3071     3145      +    no    1 0.69   0.0   22.3   9.2e+02 !   Aromatoleum anaerobium strain LuFRes1 NODE_12_length_79612_cov_15.2254, whole genome shotgun sequence
NZ_FMZK01000016.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    10396    10361      -    no    1 0.75   0.0   22.3   9.2e+02 !   Streptomyces prasinopilosus strain CGMCC 4.3504, whole genome shotgun sequence
NZ_RDQN01000015.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    15247    15199      -    no    1 0.69   0.0   22.3   9.2e+02 !   Pseudoxanthomonas spadix strain DSM 18855 DSM18855T_15, whole genome shotgun sequence
NZ_BMKQ01000001.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   577914   577864      -    no    1 0.76   0.0   22.3   9.2e+02 !   Marmoricola endophyticus strain CGMCC 1.16067 sequence01, whole genome shotgun sequence
JAFMJM010000054.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    11306    11270      -    no    1 0.73   0.0   22.3   9.2e+02 !   Acidimicrobiia bacterium isolate DEBay_Sum019D_L_G_183 NODE_5328_length_12409_cov_7.712158, whole genome shotgun sequence
NC_005125.1          -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  3059772  3059713      -    no    1 0.50   0.0   22.3   9.2e+02 !   Gloeobacter violaceus PCC 7421, complete sequence
CAISYT010000181.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     2945     2879      -    no    1 0.72   0.0   22.3   9.2e+02 !   uncultured Caulobacterales bacterium isolate ErkenSummer_bin-4356 genome assembly, contig: bin-4356:181/238, whole genome shotgun sequence
NZ_CP048834.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  2884783  2884724      -    no    1 0.70   0.0   22.3   9.2e+02 !   Starkeya sp. ORNL1 chromosome, complete genome
NZ_LZKR01000046.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    23501    23459      -    no    1 0.79   0.1   22.3   9.2e+02 !   Mycobacterium sp. 1245805.9 contig_14, whole genome shotgun sequence
DHPY01000106.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    13828    13872      +    no    1 0.67   0.0   22.3   9.2e+02 !   TPA_asm: Armatimonadetes bacterium UBA5352 UBA5352_contig_2278, whole genome shotgun sequence
NZ_BMRG01000004.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   504414   504374      -    no    1 0.68   0.0   22.3   9.2e+02 !   Saccharothrix coeruleofusca strain JCM 3313 sequence04, whole genome shotgun sequence
NZ_CAJHCQ010000018.1 -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   106189   106147      -    no    1 0.72   0.0   22.3   9.2e+02 !   Paraburkholderia hiiakae strain LMG 27952 isolate LMG 27952, whole genome shotgun sequence
NZ_CP029188.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  5391879  5391803      -    no    1 0.78   4.0   22.3   9.2e+02 !   Streptomyces tirandamycinicus strain HNM0039 chromosome, complete genome
NZ_LMNL01000023.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   155862   155832      -    no    1 0.77   0.0   22.3   9.2e+02 !   Methylobacterium sp. Leaf117 contig_3, whole genome shotgun sequence
JACZKN010000158.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     3306     3229      -    no    1 0.67   0.0   22.3   9.2e+02 !   Krumholzibacteria bacterium isolate MAG46 bacteria_3_contig_377000, whole genome shotgun sequence
NZ_CP046315.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  2382519  2382577      +    no    1 0.68   0.0   22.3   9.2e+02 !   Schaalia odontolytica strain FDAARGOS_732 chromosome, complete genome
NZ_UAPR01000006.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    52023    52081      +    no    1 0.68   0.0   22.3   9.2e+02 !   Schaalia odontolytica strain NCTC9935, whole genome shotgun sequence
JAATES010000063.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     2271     2323      +    no    1 0.75   0.0   22.3   9.2e+02 !   Actinomycetales bacterium isolate bin_106 k141_16467229, whole genome shotgun sequence
NZ_CP026100.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  2333547  2333606      +    no    1 0.80   1.6   22.3   9.2e+02 !   Caulobacter flavus strain RHGG3 chromosome, complete genome
MGQW01000094.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     7770     7700      -    no    1 0.70   0.0   22.3   9.2e+02 !   Deltaproteobacteria bacterium RBG_16_64_85 RBG_16_scaffold_88, whole genome shotgun sequence
NZ_RDBJ01000156.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     4902     4857      -    no    1 0.78   0.1   22.3   9.2e+02 !   Streptomyces sp. me109 Scaffold_156, whole genome shotgun sequence
NC_019892.1          -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  5620081  5620033      -    no    1 0.67   0.0   22.3   9.2e+02 !   Singulisphaera acidiphila DSM 18658, complete sequence
NZ_CP029608.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  3624930  3624986      +    no    1 0.61   0.0   22.3   9.2e+02 !   Pseudomonas kribbensis strain 46-2 chromosome, complete genome
NZ_FWFZ01000007.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   160058   160106      +    no    1 0.67   0.0   22.3   9.2e+02 !   Roseisalinus antarcticus strain CECT 7023, whole genome shotgun sequence
NZ_CP061497.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  2524273  2524329      +    no    1 0.75   0.1   22.3   9.2e+02 !   Thermomonas sp. XSG chromosome, complete genome
NZ_PDWQ01000002.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     1590     1526      -    no    1 0.72   0.0   22.3   9.2e+02 !   Pseudoxanthomonas kalamensis DSM 18571 NODE_2_length_516800_cov_54.3843, whole genome shotgun sequence
JAAYYJ010000319.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    12008    12063      +    no    1 0.73   0.0   22.3   9.2e+02 !   Oligosphaeraceae bacterium isolate AS06rmzACSIP_218 436422_AS06, whole genome shotgun sequence
NZ_QKYN01000072.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    65370    65334      -    no    1 0.70   0.0   22.3   9.3e+02 !   Streptacidiphilus pinicola strain MMS16-CNU450 M1_S2_L001_R1_001__paired__contig_80, whole genome shotgun sequence
NZ_JQMQ01000005.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  1408927  1408885      -    no    1 0.86   2.8   22.3   9.3e+02 !   Streptacidiphilus oryzae TH49 BS73DRAFT_unitig_14_quiver.5_C, whole genome shotgun sequence
NZ_VFOA01000001.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  2200908  2200951      +    no    1 0.70   0.0   22.3   9.3e+02 !   Cellulomonas sp. SLBN-39 Ga0314631_11, whole genome shotgun sequence
NZ_JAAGLN010000136.1 -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    12061    12105      +    no    1 0.69   0.0   22.3   9.3e+02 !   Streptomyces sp. SID10853 NODE_136_length_18787_cov_26.900322/0, whole genome shotgun sequence
VGZQ01000056.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     9210     9264      +    no    1 0.73   0.3   22.3   9.3e+02 !   Rhodospirillales bacterium isolate M_DeepCast_65m_m2_266 M_DeepCast_65m_m2_266_Ga0194120_10004411, whole genome shotgun sequence
CAIXSE010000351.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     4461     4513      +    no    1 0.75   0.0   22.3   9.3e+02 !   uncultured Thermoleophilia bacterium isolate LaPlata-15m-b_bin-779 genome assembly, contig: bin-779:351/926, whole genome shotgun sequence
MKTJ01000037.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    29975    29921      -    no    1 0.64   0.0   22.3   9.3e+02 !   Chloroflexi bacterium 54-19 SCNpilot_cont_500_bf_scaffold_253, whole genome shotgun sequence
NZ_PHUK01000001.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  4272080  4272037      -    no    1 0.73   0.0   22.3   9.3e+02 !   Kitasatospora sp. OK780 Ga0115466_11, whole genome shotgun sequence
NZ_JQJV01000030.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   253732   253784      +    no    1 0.70   0.1   22.3   9.3e+02 !   Streptomyces mirabilis strain OV308 EW60DRAFT_scaffold00014.14_C, whole genome shotgun sequence
NZ_AVFK01000004.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   151653   151713      +    no    1 0.69   0.0   22.3   9.3e+02 !   Skermanella aerolata KACC 11604 strain 5416T-32 contig7, whole genome shotgun sequence
NZ_LWLB01000032.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   143573   143539      -    no    1 0.86   0.9   22.3   9.3e+02 !   Nocardiopsis sp. TSRI0078 scaffold4, whole genome shotgun sequence
NZ_RQJW01000009.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   188985   188935      -    no    1 0.78   0.5   22.3   9.3e+02 !   Streptomyces cyaneus strain CGMCC 4.1671 Scaffold8_1, whole genome shotgun sequence
WQWY01000007.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    34053    34102      +    no    1 0.80   0.3   22.3   9.3e+02 !   Micrococcales bacterium isolate Emb289P3bin125 Ga0123356_10000055, whole genome shotgun sequence
NZ_CP004353.1        -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   902885   902830      -    no    1 0.82   2.8   22.3   9.3e+02 !   Corynebacterium vitaeruminis DSM 20294 chromosome, complete genome
NZ_PYSV01000035.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    10717    10674      -    no    1 0.70   0.0   22.3   9.3e+02 !   Deinococcus sp. OD32 contig35, whole genome shotgun sequence
CAIVTJ010000027.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    32263    32307      +    no    1 0.67   0.0   22.3   9.3e+02 !   uncultured proteobacterium isolate Umea_bin-10690 genome assembly, contig: bin-10690:027/381, whole genome shotgun sequence
NZ_FNLF01000002.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49  1767760  1767730      -    no    1 0.77   0.0   22.3   9.3e+02 !   Tsukamurella pulmonis strain DSM 44142, whole genome shotgun sequence
DXIO01000023.1       -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49    41532    41489      -    no    1 0.73   0.1   22.3   9.3e+02 !   MAG TPA_asm: Candidatus Aquabacterium excrementipullorum isolate ChiHile3-4534 ChiHile3__C42189_L94353_SAMN08009804, whole genome shotgun sequence
NZ_AXAP01000003.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49   149617   149561      -    no    1 0.81   2.2   22.3   9.3e+02 !   Bradyrhizobium elkanii WSM2783 YY7DRAFT_scaffold_2.3_C, whole genome shotgun sequence
CAIPEB010000355.1    -         DUF1646_nhaA-I.fna.motif.h2_1 -          cm        1       49     1188     1259      +    no    1 0.69   0.0   22.3   9.3e+02 !   uncultured Planctomycetaceae bacterium isolate LaPlata-15m-b_bin-253 genome assembly, contig: bin-253:355/789, whole genome shotgun sequence
