#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_PJJW01000003.1    -         Sodium               RF03071    cm       37       54     1357     1340      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. M15 C275, whole genome shotgun sequence
NZ_PJJO01000028.1    -         Sodium               RF03071    cm       37       54     5197     5180      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y11 C527, whole genome shotgun sequence
NZ_PJJJ01000005.1    -         Sodium               RF03071    cm       37       54      519      536      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y82 C181, whole genome shotgun sequence
NZ_PJJR01000010.1    -         Sodium               RF03071    cm       37       54      392      409      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. N19 C413, whole genome shotgun sequence
NZ_VEDC01000138.1    -         Sodium               RF03071    cm        1       55      122      163      +    no    1 0.40   0.0    9.8   8.1e+03 ?   Staphylococcus aureus strain DE0220 NODE_138_length_440_cov_0.782493, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm       39       52  1226275  1226262      -    no    1 0.36   0.0    9.8   8.1e+03 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_BDGP01000061.1    -         Sodium               RF03071    cm       39       52     4532     4545      +    no    1 0.36   0.0    9.8   8.1e+03 ?   Thaumasiovibrio occultus strain C4II189, whole genome shotgun sequence
NZ_JXCK01000018.1    -         Sodium               RF03071    cm       39       52      554      567      +    no    1 0.36   0.0    9.8   8.1e+03 ?   Bacillus safensis strain B4107 NODE_20, whole genome shotgun sequence
NZ_MOSX01000001.1    -         Sodium               RF03071    cm       30       55   494347   494322      -    no    1 0.27   0.2    9.8   8.1e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000001, whole genome shotgun sequence
NZ_JAJSNA010000883.1 -         Sodium               RF03071    cm       30       55      118      143      +    no    1 0.27   0.2    9.8   8.1e+03 ?   Clostridioides difficile strain S30 k141_772, whole genome shotgun sequence
NZ_JAJSMP010001133.1 -         Sodium               RF03071    cm       30       55      162      137      -    no    1 0.27   0.2    9.8   8.1e+03 ?   Clostridioides difficile strain S40 k141_882, whole genome shotgun sequence
NZ_CABMIR010000021.1 -         Sodium               RF03071    cm        1       55    80778    80730      -    no    1 0.29   0.0    9.8   8.2e+03 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000021.1    -         Sodium               RF03071    cm        1       55    80778    80730      -    no    1 0.29   0.0    9.8   8.2e+03 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_JTCJ01001619.1    -         Sodium               RF03071    cm        1       42       40        1      -    3'    3 0.25   0.0    9.8   8.2e+03 ?   Pseudomonas putida strain SQ1 Contig_1559_PpSQ1, whole genome shotgun sequence
NZ_BFAC01000066.1    -         Sodium               RF03071    cm       31       55      546      521      -    no    2 0.42   0.2    9.8   8.2e+03 ?   Microcystis aeruginosa NIES-87, whole genome shotgun sequence
NZ_JAHOIQ010000165.1 -         Sodium               RF03071    cm        1       55        4       81      +    no    1 0.32   1.2    9.8   8.2e+03 ?   Phocaeicola vulgatus strain MSK.17.73 NODE_169_length_412_cov_516.613, whole genome shotgun sequence
NZ_JAJCKN010000202.1 -         Sodium               RF03071    cm        1       55      409      332      -    no    1 0.32   1.2    9.8   8.2e+03 ?   Bacteroides xylanisolvens strain DFI.6.20 PFBOABPM_202, whole genome shotgun sequence
NZ_MBLQ01000042.1    -         Sodium               RF03071    cm       30       55      216      188      -    no    1 0.28   0.0    9.8   8.2e+03 ?   Limosilactobacillus reuteri strain 480_44 contig_136, whole genome shotgun sequence
NZ_AWWL01000077.1    -         Sodium               RF03071    cm        1       55    66726    66770      +    no    1 0.56   0.0    9.8   8.2e+03 ?   Vibrio mimicus CAIM 1883 contig00084, whole genome shotgun sequence
NZ_QROA01000042.1    -         Sodium               RF03071    cm       38       53     8142     8157      +    no    1 0.38   0.0    9.8   8.2e+03 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf42, whole genome shotgun sequence
NZ_JAJOEX010000196.1 -         Sodium               RF03071    cm        1       55      171      227      +    no    1 0.30   0.0    9.8   8.2e+03 ?   Escherichia coli strain ARS-CC11328 NODE_196_length_231_cov_0.753247, whole genome shotgun sequence
NZ_CDRS01000185.1    -         Sodium               RF03071    cm        1       55     1512     1545      +    no    1 0.32   0.0    9.8   8.2e+03 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_AQHJ01000004.1    -         Sodium               RF03071    cm        1       55       39       78      +    no    1 0.50   0.0    9.8   8.3e+03 ?   Pseudoalteromonas ulvae UL12 contig004, whole genome shotgun sequence
NZ_JAJCJW010000557.1 -         Sodium               RF03071    cm        1       55       13       51      +    no    1 0.31   0.0    9.8   8.3e+03 ?   Bacteroides uniformis strain DFI.6.83 FPOMLCPN_557, whole genome shotgun sequence
NZ_SEIL01000018.1    -         Sodium               RF03071    cm        1       55    20213    20240      +    no    1 0.39   0.0    9.8   8.3e+03 ?   Acinetobacter lwoffii strain AL_065 NODE_18_length_50542_cov_32.1009, whole genome shotgun sequence
NZ_JGEF01000057.1    -         Sodium               RF03071    cm        1       55      786      815      +    no    1 0.43   0.0    9.8   8.3e+03 ?   Bacteroides fragilis str. 20793-3 gbf207933.contig.56, whole genome shotgun sequence
NZ_JGEF01000075.1    -         Sodium               RF03071    cm        1       55      375      404      +    no    1 0.43   0.0    9.8   8.3e+03 ?   Bacteroides fragilis str. 20793-3 gbf207933.contig.74, whole genome shotgun sequence
NZ_QFLX01000770.1    -         Sodium               RF03071    cm        1       55      171      115      -    no    1 0.25   0.2    9.8   8.3e+03 ?   Enterobacter cloacae complex sp. 2DZ2F20B scaffold_810, whole genome shotgun sequence
NZ_QRUI01000033.1    -         Sodium               RF03071    cm        1       55    10437    10476      +    no    1 0.38   0.0    9.8   8.4e+03 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf33, whole genome shotgun sequence
NZ_BDGP01000029.1    -         Sodium               RF03071    cm        1       55     6137     6185      +    no    1 0.31   0.0    9.8   8.4e+03 ?   Thaumasiovibrio occultus strain C4II189, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  4073209  4073253      +    no    1 0.49   0.0    9.8   8.4e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_JAAGNU010000849.1 -         Sodium               RF03071    cm        1       55      155      187      +    no    1 0.24   0.0    9.8   8.4e+03 ?   Salipiger sp. PrR004 NODE_1154_length_225_cov_1.127907, whole genome shotgun sequence
NZ_QQQX01000013.1    -         Sodium               RF03071    cm        1       55    23773    23733      -    no    1 0.39   0.0    9.8   8.4e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_13_length_27591_cov_13.7515, whole genome shotgun sequence
NZ_MNPM02000005.1    -         Sodium               RF03071    cm        5       26   142234   142255      +    no    1 0.27   0.0    9.8   8.4e+03 ?   Mastigocladus laminosus UU774 scaffold_4, whole genome shotgun sequence
NZ_JAGTPX010000009.1 -         Sodium               RF03071    cm        1       55   168905   168954      +    no    1 0.36   0.0    9.8   8.4e+03 ?   Niallia circulans strain DC10 Contig_9_, whole genome shotgun sequence
NZ_MNPM02000042.1    -         Sodium               RF03071    cm       39       52      756      769      +    no    1 0.57   0.0    9.8   8.5e+03 ?   Mastigocladus laminosus UU774 scaffold_41, whole genome shotgun sequence
NZ_LTBH01000008.1    -         Sodium               RF03071    cm       39       52   130939   130926      -    no    1 0.57   0.0    9.8   8.5e+03 ?   Corynebacterium striatum strain 2247 lasergene_23_len_T_597764, whole genome shotgun sequence
NZ_LBCN01000049.1    -         Sodium               RF03071    cm       39       52    31964    31977      +    no    1 0.57   0.0    9.8   8.5e+03 ?   Corynebacterium striatum strain 2023 Consensus_from_Contig_34_mapping, whole genome shotgun sequence
NZ_CABMIR010000019.1 -         Sodium               RF03071    cm        1       55    23586    23607      +    no    1 0.41   0.0    9.8   8.5e+03 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000019.1    -         Sodium               RF03071    cm        1       55    23586    23607      +    no    1 0.41   0.0    9.8   8.5e+03 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_MDZH01000334.1    -         Sodium               RF03071    cm        1       55      322      369      +    no    1 0.25   0.0    9.8   8.5e+03 ?   Microcystis aeruginosa NIES-98 NODE_201, whole genome shotgun sequence
NZ_MNPM02000005.1    -         Sodium               RF03071    cm        1       55   188345   188307      -    no    1 0.44   0.0    9.8   8.5e+03 ?   Mastigocladus laminosus UU774 scaffold_4, whole genome shotgun sequence
NZ_AFUQ01000001.1    -         Sodium               RF03071    cm        1       55   697770   697741      -    no    1 0.40   0.0    9.8   8.5e+03 ?   Streptococcus infantis X Contig83, whole genome shotgun sequence
NZ_JAOA01000011.1    -         Sodium               RF03071    cm        1       55   160536   160468      -    no    1 0.55   0.0    9.8   8.6e+03 ?   Mycobacterium kansasii 662 gmk662.contig.10, whole genome shotgun sequence
NZ_CABEFZ010000041.1 -         Sodium               RF03071    cm        1       55   157321   157359      +    no    1 0.28   0.0    9.8   8.6e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_VUMV01000007.1    -         Sodium               RF03071    cm        1       55    94242    94300      +    no    1 0.56   0.0    9.7   8.6e+03 ?   Bilifractor porci strain Oil+RF-744-WCA-WT-13 seq7, whole genome shotgun sequence
NZ_MOLL01000007.1    -         Sodium               RF03071    cm        1       55    56052    56087      +    no    1 0.44   0.0    9.7   8.6e+03 ?   Vibrio cholerae strain DL4211 Contig_15, whole genome shotgun sequence
NZ_MOLM01000020.1    -         Sodium               RF03071    cm        1       55    65997    66032      +    no    1 0.44   0.0    9.7   8.6e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_20, whole genome shotgun sequence
NZ_FXBD01000013.1    -         Sodium               RF03071    cm       37       54    32261    32279      +    no    1 0.58   0.0    9.7   8.6e+03 ?   Kocuria marina isolate Kocuria Marina TRE150902, whole genome shotgun sequence
NZ_MOLM01000059.1    -         Sodium               RF03071    cm        1       55     1915     1860      -    no    1 0.52   0.0    9.7   8.6e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_59, whole genome shotgun sequence
NZ_WIVE01000178.1    -         Sodium               RF03071    cm        1       55      255      295      +    no    1 0.24   0.0    9.7   8.6e+03 ?   Roseospira navarrensis strain DSM 15114 NODE_178_length_566_cov_42.7321, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  1073690  1073733      +    no    1 0.48   0.0    9.7   8.6e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_AUTJ01000072.1    -         Sodium               RF03071    cm        1       55     1414     1464      +    no    1 0.27   0.1    9.7   8.7e+03 ?   Pseudoalteromonas sp. TB13 ctg72, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        1       55    50630    50685      +    no    1 0.34   0.0    9.7   8.7e+03 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_AEHP01000023.1    -         Sodium               RF03071    cm        1       55    76054    76109      +    no    1 0.34   0.0    9.7   8.7e+03 ?   Lactobacillus iners LactinV 03V1-b contig00044, whole genome shotgun sequence
NZ_PVLK01000001.1    -         Sodium               RF03071    cm        1       55   208506   208561      +    no    1 0.34   0.0    9.7   8.7e+03 ?   Streptococcus agalactiae strain SA12AQUAVET NODE_1_length_212790_cov_23.0606, whole genome shotgun sequence
NZ_CABEFZ010000022.1 -         Sodium               RF03071    cm        1       55   102828   102781      -    no    1 0.21   0.5    9.7   8.7e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55  2045863  2045802      -    no    1 0.32   0.0    9.7   8.7e+03 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_MSCZ01000041.1    -         Sodium               RF03071    cm       38       53    97933    97918      -    no    1 0.44   0.0    9.7   8.7e+03 ?   Acinetobacter baumannii strain 11598 scaffold12_2, whole genome shotgun sequence
NZ_PRGG01000006.1    -         Sodium               RF03071    cm       38       53   113460   113445      -    no    1 0.44   0.0    9.7   8.7e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg006_222770, whole genome shotgun sequence
NZ_BJKF01000001.1    -         Sodium               RF03071    cm       38       53    58091    58076      -    no    1 0.44   0.0    9.7   8.7e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_1, whole genome shotgun sequence
NZ_JAAKAK010000002.1 -         Sodium               RF03071    cm        1       55    85258    85330      +    no    1 0.27   0.9    9.7   8.7e+03 ?   Campylobacter coli strain 600001 600001_2, whole genome shotgun sequence
NZ_QYUU01000004.1    -         Sodium               RF03071    cm        1       55   174354   174282      -    no    1 0.27   0.9    9.7   8.7e+03 ?   Campylobacter coli strain F8 Contig_4, whole genome shotgun sequence
