#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         nhaA-I               RF03057    cm        1       55     2831     2779      -    no    1 0.75   0.1   62.7   4.5e-07 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
NZ_SKBM01000029.1    -         nhaA-I               RF03057    cm       27       55    15848    15876      +    no    1 0.79   0.0   25.1   5.7e+02 !   Paracraurococcus sp. NE82 NE82_contig29, whole genome shotgun sequence
RZUM01000008.1       -         nhaA-I               RF03057    cm        1       55   162134   162180      +    no    1 0.66   0.0   25.1   5.7e+02 !   Gordonia sedimidis strain AMA120 NODE_8_length_351646_cov_0.803073, whole genome shotgun sequence
NZ_SOAI01000002.1    -         nhaA-I               RF03057    cm        1       55   853091   853149      +    no    1 0.76   0.1   25.1   5.7e+02 !   Novosphingobium sp. GV002 Ga0189718_102, whole genome shotgun sequence
JAFKGE010000045.1    -         nhaA-I               RF03057    cm       28       55    19262    19235      -    no    1 0.79   0.0   25.1   5.7e+02 !   Burkholderiales bacterium isolate SCN18_13_7_16_R1_B_69_20 SCN18_13_7_16_R1_B_scaffold_551, whole genome shotgun sequence
JAFAOG010000522.1    -         nhaA-I               RF03057    cm        1       55     4104     4034      -    no    1 0.76   3.5   25.1   5.7e+02 !   MAG: Deltaproteobacteria bacterium isolate CP_BM_ER_6 BM_ER_k147_643138, whole genome shotgun sequence
NZ_JACXYX010000005.1 -         nhaA-I               RF03057    cm        1       55   136029   135982      -    no    1 0.73   0.1   25.1   5.7e+02 !   Nocardioides ganghwensis strain 9920 Scaffold5_1, whole genome shotgun sequence
JAFDWB010000032.1    -         nhaA-I               RF03057    cm        1       55    54201    54242      +    no    1 0.79   0.0   25.1   5.7e+02 !   Actinobacteria bacterium isolate SZAS-10 LIN-513__32__length-168140, whole genome shotgun sequence
NZ_SMKU01000016.1    -         nhaA-I               RF03057    cm        1       55    44853    44908      +    no    1 0.82   3.8   25.1   5.7e+02 !   Actinomadura rubrisoli strain H3C3 NODE_16_length_59283_cov_29.6089, whole genome shotgun sequence
NZ_PKQQ01000012.1    -         nhaA-I               RF03057    cm        1       55   110964   111018      +    no    1 0.78   0.3   25.1   5.7e+02 !   Stenotrophomonas sp. VV52 contig12, whole genome shotgun sequence
NZ_JAAZUH010000004.1 -         nhaA-I               RF03057    cm        1       55   177002   177056      +    no    1 0.78   0.3   25.1   5.7e+02 !   Stenotrophomonas bentonitica strain DSM 103927 NODE_4, whole genome shotgun sequence
NZ_LDJG01000038.1    -         nhaA-I               RF03057    cm        1       55     6044     6098      +    no    1 0.78   0.3   25.1   5.7e+02 !   Stenotrophomonas nitritireducens strain DSM 12575 contig_38, whole genome shotgun sequence
NZ_VJYZ01000005.1    -         nhaA-I               RF03057    cm        1       55   177203   177160      -    no    1 0.75   0.0   25.1   5.7e+02 !   Paracoccus marinus strain NBRC 1000637 NODE_5_length_356592_cov_94.619995, whole genome shotgun sequence
JACPOS010000009.1    -         nhaA-I               RF03057    cm        1       55   108182   108131      -    no    1 0.75   0.0   25.1   5.7e+02 !   Chloroflexi bacterium isolate NC_groundwater_607_Pr5_B-0.1um_70_26 alan_book_18_scaffold_95190, whole genome shotgun sequence
LJHW01000006.1       -         nhaA-I               RF03057    cm        1       55   273504   273550      +    no    1 0.77   0.8   25.1   5.8e+02 !   Beta proteobacterium AAP65 AAP65_Contigs_6, whole genome shotgun sequence
NZ_CP020538.1        -         nhaA-I               RF03057    cm        1       55  1993017  1992961      -    no    1 0.63   0.0   25.1   5.8e+02 !   Sphingobium herbicidovorans strain MH chromosome, complete genome
NZ_SDKK01000010.1    -         nhaA-I               RF03057    cm        1       55   164884   164826      -    no    1 0.66   0.0   25.1   5.8e+02 !   Zoogloea oleivorans strain Buc BUC_nxtrim.se_trimmed_contig_42, whole genome shotgun sequence
NZ_AUIE01000023.1    -         nhaA-I               RF03057    cm        1       55    87224    87186      -    no    1 0.67   0.0   25.1   5.8e+02 !   Pseudomonas resinovorans DSM 21078 G559DRAFT_scaffold00019.19_C, whole genome shotgun sequence
NZ_CP047176.1        -         nhaA-I               RF03057    cm        1       55  3855642  3855562      -    no    1 0.73   1.4   25.1   5.8e+02 !   Rathayibacter sp. VKM Ac-2759 chromosome, complete genome
NZ_QEKX01000001.1    -         nhaA-I               RF03057    cm        1       55  2050696  2050745      +    no    1 0.78   0.1   25.1   5.8e+02 !   Promicromonospora sukumoe strain SAI-064 Ga0222405_11, whole genome shotgun sequence
NZ_MUMF01000727.1    -         nhaA-I               RF03057    cm        1       55     1189     1230      +    no    1 0.83   0.6   25.1   5.8e+02 !   Streptomyces tricolor strain NRRL B-16925 NRRL_B-16925_contig_730, whole genome shotgun sequence
NZ_JAETGP010000004.1 -         nhaA-I               RF03057    cm        1       55   318379   318322      -    no    1 0.72   0.1   25.1   5.8e+02 !   Skermanella mucosa strain KEMB 2255-438 4, whole genome shotgun sequence
JACNJP010000502.1    -         nhaA-I               RF03057    cm        1       55     4753     4695      -    no    1 0.76   0.4   25.0   5.8e+02 !   Planctomycetes bacterium isolate NIOZ-UU38 NIOZ-UU_NODE_9775_length_8943_cov_4.77644, whole genome shotgun sequence
NZ_RYZH01000027.1    -         nhaA-I               RF03057    cm        1       55    66151    66206      +    no    1 0.77   0.4   25.0   5.8e+02 !   Tautonia sociabilis strain GM2012 NODE_27_length_94781_cov_6.29521_ID_8296, whole genome shotgun sequence
NZ_CP016438.1        -         nhaA-I               RF03057    cm        1       55  2532980  2532923      -    no    1 0.67   0.0   25.0   5.8e+02 !   Streptomyces lincolnensis strain NRRL 2936 chromosome
NZ_FQVX01000002.1    -         nhaA-I               RF03057    cm        1       55  1065699  1065646      -    no    1 0.83   3.5   25.0   5.8e+02 !   Geodermatophilus nigrescens strain DSM 45408, whole genome shotgun sequence
NZ_NEQV01000002.1    -         nhaA-I               RF03057    cm        1       55   266031   266088      +    no    1 0.71   0.0   25.0   5.8e+02 !   Stenotrophomonas maltophilia strain EA1 Contig_2_consensus_ctg_8_1, whole genome shotgun sequence
JADJUE010000004.1    -         nhaA-I               RF03057    cm        1       55    84996    85063      +    no    1 0.63   0.0   25.0   5.8e+02 !   Ardenticatenia bacterium isolate Hirt_18-Q3-R61-65_BATAC.427 tig00007018-10-3559450, whole genome shotgun sequence
DSUN01000044.1       -         nhaA-I               RF03057    cm        1       55     1774     1702      -    no    1 0.78   2.9   25.0   5.8e+02 !   TPA_asm: Planctomycetes bacterium isolate SpSt-482 Ga0101944_10000592, whole genome shotgun sequence
NZ_JABBFZ010000033.1 -         nhaA-I               RF03057    cm        1       55    42877    42819      -    no    1 0.61   0.0   25.0   5.8e+02 !   Paraburkholderia sp. G-4-1-8 contig33, whole genome shotgun sequence
NZ_POUD01000004.1    -         nhaA-I               RF03057    cm        1       55    29330    29288      -    no    1 0.77   0.0   25.0   5.9e+02 !   Nonomuraea sp. KC333 NODE_4_length_98753_cov_59.8121, whole genome shotgun sequence
FREY01000008.1       -         nhaA-I               RF03057    cm        1       55   167167   167217      +    no    1 0.73   0.5   25.0   5.9e+02 !   Rhodobacteraceae bacterium Alg231_04 genome assembly, contig: Contig_8, whole genome shotgun sequence
NZ_JOHN01000062.1    -         nhaA-I               RF03057    cm        1       55    28580    28518      -    no    1 0.73   0.2   25.0   5.9e+02 !   Streptomyces sp. NRRL F-6131 contig62.1, whole genome shotgun sequence
NZ_BONX01000004.1    -         nhaA-I               RF03057    cm        1       55    25296    25348      +    no    1 0.70   0.0   25.0   5.9e+02 !   Plantactinospora mayteni strain NBRC 109088 sequence004, whole genome shotgun sequence
JABFWM010000629.1    -         nhaA-I               RF03057    cm        1       55     1548     1487      -    no    1 0.76   0.6   25.0   5.9e+02 !   Acidobacteria bacterium isolate Bin1.33 NODE_10605_length_5377_cov_2.529490, whole genome shotgun sequence
CAITNQ010000548.1    -         nhaA-I               RF03057    cm       27       55    10015    10044      +    no    1 0.73   0.0   25.0   5.9e+02 !   uncultured Gemmatimonadetes bacterium isolate LaPlata_bin-0729 genome assembly, contig: bin-0729:548/561, whole genome shotgun sequence
NZ_CACTIA010000005.1 -         nhaA-I               RF03057    cm        1       55   859385   859336      -    no    1 0.74   0.0   25.0   5.9e+02 !   Acidiphilium sp. C61 isolate Acidiphilium sp. C61, whole genome shotgun sequence
NZ_JXDL01000001.1    -         nhaA-I               RF03057    cm        1       55  2643618  2643558      -    no    1 0.74   0.2   25.0   5.9e+02 !   Bradyrhizobium sp. AT1 scaffold00001, whole genome shotgun sequence
NZ_JABTEX010000001.1 -         nhaA-I               RF03057    cm        1       55  2092108  2092041      -    no    1 0.78   2.2   25.0   5.9e+02 !   Planomonospora sp. ID82291 NODE_1_length_2453277_cov_626.432137, whole genome shotgun sequence
NZ_AVPU01000004.1    -         nhaA-I               RF03057    cm        1       55    31207    31249      +    no    1 0.72   0.0   25.0   5.9e+02 !   Lysobacter daejeonensis GH1-9 contig7, whole genome shotgun sequence
NZ_WBMT01000001.1    -         nhaA-I               RF03057    cm        1       55   601411   601474      +    no    1 0.72   0.0   25.0   5.9e+02 !   Actinomadura rudentiformis strain HMC1 Scaffold1, whole genome shotgun sequence
NZ_CP049862.1        -         nhaA-I               RF03057    cm        1       55  2864523  2864590      +    no    1 0.69   0.0   25.0   5.9e+02 !   Sanguibacter sp. HDW7 chromosome, complete genome
NZ_CP015118.1        -         nhaA-I               RF03057    cm        1       55  4660356  4660405      +    no    1 0.60   0.0   25.0   5.9e+02 !   Rhizobacter gummiphilus strain NS21 chromosome, complete genome
NZ_JABGCE010000004.1 -         nhaA-I               RF03057    cm        1       55    46044    45985      -    no    1 0.60   0.0   25.0   5.9e+02 !   Rhizomicrobium sp. SG733 Ga0365356_04, whole genome shotgun sequence
NZ_BOOK01000007.1    -         nhaA-I               RF03057    cm        1       55   124625   124567      -    no    1 0.73   0.1   25.0   5.9e+02 !   Planobispora takensis strain NBRC 109077 sequence007, whole genome shotgun sequence
JACOUA010000264.1    -         nhaA-I               RF03057    cm        1       55     2481     2437      -    no    1 0.76   0.0   25.0   5.9e+02 !   Acidobacteria bacterium isolate NC_groundwater_58_Pr7_S-0.65um_66_18 FFV18_Sp65_scaffold_380596, whole genome shotgun sequence
NZ_CP046507.1        -         nhaA-I               RF03057    cm        1       55  1434137  1434203      +    no    1 0.73   3.1   25.0   5.9e+02 !   Mycobacterium avium subsp. avium strain DSM 44156 chromosome, complete genome
MOWM01000063.1       -         nhaA-I               RF03057    cm        1       55    18997    19049      +    no    1 0.62   0.0   25.0   5.9e+02 !   Variovorax sp. E3 contig00063, whole genome shotgun sequence
NZ_NIDE01000007.1    -         nhaA-I               RF03057    cm        1       55   148481   148439      -    no    1 0.67   0.0   25.0   5.9e+02 !   Fimbriiglobus ruber strain SP5 contig07, whole genome shotgun sequence
JAAURS010000212.1    -         nhaA-I               RF03057    cm        1       55     3270     3225      -    no    1 0.74   0.2   25.0     6e+02 !   Acaryochloridaceae cyanobacterium RU_4_10 NODE_4583_length_8453_cov_2.662023, whole genome shotgun sequence
NZ_KB905023.1        -         nhaA-I               RF03057    cm        1       55   257501   257459      -    no    1 0.72   0.0   25.0     6e+02 !   Thioalkalivibrio sp. ALE31 D103DRAFT_scaffold00004.4, whole genome shotgun sequence
NZ_BBXE01000016.1    -         nhaA-I               RF03057    cm        1       55    59665    59573      -    no    1 0.72   0.5   25.0     6e+02 !   Herbidospora yilanensis strain NBRC 106371, whole genome shotgun sequence
NZ_BMKS01000005.1    -         nhaA-I               RF03057    cm        1       55    29007    29064      +    no    1 0.78   1.1   25.0     6e+02 !   Caldovatus sediminis strain CGMCC 1.16330 sequence05, whole genome shotgun sequence
CAIXBB010000045.1    -         nhaA-I               RF03057    cm        1       55    13993    13941      -    no    1 0.79   1.4   25.0     6e+02 !   uncultured cyanobacterium isolate Kiruna_bin-04642 genome assembly, contig: bin-04642:45/46, whole genome shotgun sequence
JACPNX010000036.1    -         nhaA-I               RF03057    cm        1       55    78374    78435      +    no    1 0.74   0.5   25.0     6e+02 !   Actinobacteria bacterium isolate NC_groundwater_586_Pr5_B-0.1um_73_18 alan_book_18_scaffold_417141, whole genome shotgun sequence
NZ_CP046122.1        -         nhaA-I               RF03057    cm        1       55  2704847  2704792      -    no    1 0.68   0.0   25.0     6e+02 !   Microlunatus sp. Gsoil 973 chromosome, complete genome
NZ_NHMK01000009.1    -         nhaA-I               RF03057    cm        1       55   257970   257899      -    no    1 0.75   0.6   25.0     6e+02 !   Deinococcus indicus strain DR1 Masurca_171_len:989508, whole genome shotgun sequence
DIEK01000006.1       -         nhaA-I               RF03057    cm        1       55     1927     1971      +    no    1 0.58   0.0   25.0     6e+02 !   TPA_asm: Candidatus Omnitrophica bacterium UBA5776 UBA5776_contig_182349, whole genome shotgun sequence
NC_014217.1          -         nhaA-I               RF03057    cm        1       55  2238603  2238549      -    no    1 0.69   0.0   25.0     6e+02 !   Starkeya novella DSM 506, complete sequence
NZ_JROM01000011.1    -         nhaA-I               RF03057    cm        1       55    60110    60053      -    no    1 0.69   0.3   25.0     6e+02 !   Kocuria marina strain SO9-6 KM0011, whole genome shotgun sequence
DSWI01000011.1       -         nhaA-I               RF03057    cm        1       55   211996   212056      +    no    1 0.66   0.0   25.0     6e+02 !   TPA_asm: Meiothermus ruber isolate SpSt-524 Ga0101944_10000072, whole genome shotgun sequence
NZ_FOKC01000001.1    -         nhaA-I               RF03057    cm        1       55   114453   114408      -    no    1 0.80   0.9   25.0     6e+02 !   Nocardioides alpinus strain CGMCC 1.10697, whole genome shotgun sequence
NZ_LGDY01000103.1    -         nhaA-I               RF03057    cm        1       55   233485   233429      -    no    1 0.72   0.0   25.0     6e+02 !   Nocardia sp. NRRL S-836 P437contig3.1b, whole genome shotgun sequence
JACCXR010000503.1    -         nhaA-I               RF03057    cm        1       55     2068     2026      -    no    1 0.79   0.1   25.0     6e+02 !   Euzebyaceae bacterium isolate MGR_bin183 SD2897-2912_k127_7278340, whole genome shotgun sequence
NZ_CP012150.1        -         nhaA-I               RF03057    cm        1       55  1505256  1505181      -    no    1 0.68   0.0   25.0     6e+02 !   Mycolicibacterium goodii strain X7B chromosome, complete genome
